Activos,STD_ID_PERSON,STD_N_GENDERESP,Num_Periodo,SSP_ID_CONT_INTERN,SSP_NM_CONT_INESP,SSP_NO_DEFINIDO,CSP_N_AG_CATEGOR,CSP_NM_CATEGORESP,STD_N_WU_TYPEESP,STD_WORK_LOCESP,CSP_N_COLECTIVO,Edad,Nacionalidad,SSP_ID_MINUSVALIA
1,1004109,0,2,5,12,0,1,4,32,0,0,43,9,0
1,1004110,0,2,5,12,0,1,4,32,0,0,44,9,0
1,1004112,0,2,5,12,0,1,4,38,0,0,34,9,0
0,1004112,0,2,5,12,0,1,4,38,0,0,34,9,0
1,1004114,0,2,5,12,0,1,4,38,0,0,39,9,0
1,1004117,0,2,5,12,0,1,4,26,0,0,39,9,0
1,1004119,0,3,1,40,0,1,2,32,0,0,42,9,0
1,1004119,0,2,1,40,0,1,2,32,0,0,42,9,0
1,1004120,0,2,5,12,0,1,2,15,0,0,38,9,0
0,1004120,0,2,5,12,0,1,2,15,0,0,38,9,0
1,1004122,0,2,5,12,0,1,2,31,0,0,38,9,0
1,1004123,0,2,5,12,0,1,2,30,0,0,43,9,0
1,1004127,0,2,5,12,0,2,7,10,0,0,50,9,0
1,1004127,0,2,5,12,0,1,3,10,0,0,50,9,0
1,1004128,0,2,5,12,0,2,7,10,0,0,42,9,0
1,1004128,0,2,5,12,0,1,3,10,0,0,42,9,0
1,1004130,0,2,5,12,0,1,2,14,0,0,41,9,0
1,1004131,0,2,5,12,0,1,2,14,0,0,38,9,0
0,1004131,0,2,5,12,0,1,2,14,0,0,38,9,0
1,1004134,0,2,5,12,0,1,2,14,0,0,44,9,0
1,1004134,0,2,5,12,0,1,2,31,0,0,44,9,0
1,1004135,0,2,5,12,0,1,2,14,0,0,44,9,0
1,1004136,0,2,5,12,0,1,2,14,0,0,51,9,0
1,1004139,0,2,5,12,0,1,2,14,0,0,38,9,0
1,1004140,0,2,5,12,0,1,2,14,0,0,41,9,0
0,1004140,0,2,5,12,0,1,2,14,0,0,41,9,0
1,1004142,0,2,5,12,0,1,4,14,0,0,37,9,0
1,1004144,1,2,1,40,0,1,4,14,0,0,47,9,0
1,1004145,0,2,5,12,0,1,4,14,0,0,44,9,0
1,1004145,0,2,5,12,0,1,4,14,0,0,44,9,1
1,1004146,0,2,5,12,0,2,7,10,0,0,37,9,0
1,1004146,0,2,5,12,0,1,3,10,0,0,37,9,0
0,1004146,0,2,5,12,0,1,3,10,0,0,37,9,0
1,1004147,0,2,5,12,0,1,4,14,0,0,39,9,0
1,1004151,0,2,5,12,0,1,2,14,0,0,41,9,0
1,1004153,0,2,5,12,0,1,2,14,0,0,44,9,0
1,1004154,1,2,5,12,0,1,2,19,0,0,41,9,0
1,1004155,0,2,5,12,0,1,2,14,0,0,47,9,0
1,1004157,0,2,5,12,0,1,4,14,0,0,39,9,0
1,1004159,1,2,1,40,0,0,0,58,0,0,42,9,0
1,1004161,0,2,5,12,0,1,4,23,0,0,46,9,0
1,1004169,0,2,5,12,0,1,4,14,0,0,39,9,0
1,1004169,0,2,5,12,0,1,4,14,0,0,39,9,1
1,1004170,0,2,5,12,0,1,2,38,0,0,36,9,0
1,1004173,1,2,5,12,0,1,9,38,0,0,41,9,0
1,1004176,0,2,5,12,0,1,3,11,0,0,48,9,0
1,1004176,0,2,5,12,0,2,7,11,0,0,48,9,0
1,1004190,0,2,1,40,0,0,0,60,0,0,43,9,0
1,1004195,1,2,1,40,0,0,0,60,0,0,43,9,0
1,1004199,1,2,1,40,0,0,0,8,0,0,43,9,0
1,1004201,1,2,1,40,0,0,0,60,0,0,46,9,0
1,1004204,1,2,1,40,0,0,0,60,0,0,46,9,0
1,1004204,1,2,6,39,0,0,0,60,0,0,46,9,0
1,1004209,0,2,1,40,0,0,0,57,0,0,55,9,0
1,1004211,1,2,1,40,0,0,0,8,0,0,44,9,0
1,1004213,0,2,1,40,0,2,8,62,0,0,39,9,0
1,1004214,0,2,5,12,0,1,2,26,0,0,40,9,0
1,1004215,0,2,5,12,0,1,2,26,0,0,39,9,0
0,1004215,0,2,5,12,0,1,2,26,0,0,39,9,0
1,1004217,0,2,5,12,0,1,2,32,0,0,47,9,0
1,1004218,0,2,5,12,0,1,4,26,0,0,36,9,0
1,1004219,0,2,5,12,0,1,4,23,0,0,37,9,0
1,1004225,0,2,1,40,0,1,2,15,0,0,38,9,0
1,1004225,0,3,1,40,0,1,2,15,0,0,38,9,0
1,1004226,0,2,5,12,0,1,4,26,0,0,36,9,0
1,1004227,0,2,1,40,0,1,4,26,0,0,40,9,0
1,1004228,0,2,5,12,0,1,2,32,0,0,38,9,0
1,1004232,0,2,5,12,0,1,4,32,0,0,40,9,0
0,1004232,0,2,5,12,0,1,4,32,0,0,40,9,0
1,1004234,0,2,5,12,0,2,8,65,0,0,58,9,0
1,1004236,0,2,5,12,0,2,8,62,0,0,69,9,0
1,1004239,1,2,1,40,0,0,0,51,0,0,41,9,0
1,1004241,1,2,5,12,0,1,9,38,0,0,38,9,0
1,1004245,0,2,1,40,0,2,8,62,1,0,53,9,0
1,1004247,0,2,5,12,0,2,8,62,0,0,40,9,0
1,1004248,0,2,5,12,0,2,8,62,0,0,46,9,0
1,1004249,0,2,5,12,0,2,8,62,0,0,56,9,0
1,1004262,0,3,1,40,0,1,2,14,1,0,45,9,0
1,1004266,0,2,1,40,0,1,2,22,0,0,49,9,0
1,1004266,0,2,1,40,0,1,2,20,0,0,49,9,0
1,1004272,0,2,5,12,0,1,4,30,0,0,35,9,0
1,1004276,0,2,5,12,0,2,8,40,0,0,35,9,0
1,1004277,0,2,1,40,0,0,0,46,0,0,48,9,0
1,1004279,1,2,5,12,0,1,9,32,0,0,38,9,0
0,1004288,0,2,5,12,0,1,2,24,0,0,37,9,0
1,1004288,0,2,5,12,0,1,2,24,0,0,37,9,0
1,1004290,1,2,5,12,0,1,2,36,0,0,37,9,0
1,1004292,0,2,1,40,0,1,2,18,0,0,39,9,0
1,1004292,0,2,1,40,0,1,2,24,0,0,39,9,0
1,1004292,0,2,1,40,0,1,2,21,0,0,39,9,0
1,1004292,0,2,1,40,0,1,2,15,0,0,39,9,0
0,1004293,0,2,5,12,0,1,2,31,0,0,38,9,0
1,1004293,0,2,5,12,0,1,2,31,0,0,38,9,0
1,1004296,0,2,1,40,0,1,2,31,0,0,39,9,0
1,1004296,0,2,1,40,0,1,2,14,0,0,39,9,0
1,1004297,0,2,5,12,0,1,2,32,0,0,38,9,0
1,1004299,0,3,5,12,0,1,4,38,0,0,37,9,0
1,1004299,0,2,5,12,0,1,4,38,0,0,37,9,0
0,1004299,0,3,5,12,0,1,4,38,0,0,37,9,0
1,1004303,0,2,5,12,0,1,9,14,0,0,58,9,0
1,1004303,0,2,5,12,0,1,9,31,0,0,58,9,0
1,1004305,0,2,5,12,0,1,9,31,0,0,34,9,0
1,1004307,1,2,5,12,0,1,2,32,0,0,37,9,0
1,1004308,1,2,5,12,0,1,2,26,0,0,42,9,0
1,1004311,0,2,1,40,0,1,4,38,0,0,35,9,0
1,1004311,0,2,1,40,0,1,4,30,0,0,35,9,0
0,1004311,0,2,1,40,0,1,4,38,0,0,35,9,0
1,1004312,0,2,5,12,0,1,2,38,0,0,43,9,0
1,1004315,0,2,1,40,0,1,2,38,0,0,47,9,0
1,1004316,1,7,5,12,0,1,4,38,0,0,33,9,0
1,1004318,0,2,5,12,0,1,2,21,0,0,34,9,0
1,1004319,0,2,5,12,0,1,4,38,0,0,43,9,0
1,1004322,0,2,5,12,0,1,2,38,0,0,40,9,0
1,1004324,0,2,5,12,0,1,2,38,0,0,42,9,0
0,1004326,0,2,1,40,0,1,4,38,0,0,46,9,0
1,1004326,0,2,1,40,0,1,4,38,0,0,46,9,0
1,1004328,0,2,5,12,0,1,4,38,0,0,36,9,0
1,1004330,0,2,1,40,0,1,4,14,0,0,46,9,0
1,1004359,0,2,5,12,0,1,4,30,0,0,46,9,0
1,1004361,0,2,5,12,0,1,4,30,0,0,33,9,0
0,1004361,0,2,5,12,0,1,4,30,0,0,33,9,0
1,1004362,0,2,5,12,0,1,4,30,0,0,35,9,0
1,1004365,0,2,5,12,0,1,4,30,0,0,45,9,0
1,1004365,0,2,5,12,0,1,4,23,0,0,45,9,0
1,1004366,0,2,5,12,0,1,4,30,0,0,40,9,0
1,1004369,0,2,5,12,0,1,2,38,0,0,39,9,0
1,1004375,1,2,5,12,0,1,9,38,0,0,34,9,0
1,1004376,1,2,5,12,0,1,9,38,0,0,37,9,0
1,1004378,1,2,5,12,0,1,9,38,0,0,41,9,0
1,1004380,1,2,5,12,0,1,9,38,0,0,38,9,0
1,1004380,1,2,5,12,0,1,9,14,1,0,38,9,0
1,1004381,1,2,5,12,0,1,2,38,0,0,49,9,0
1,1004382,1,2,5,12,0,1,9,38,0,0,51,9,0
1,1004383,1,2,5,12,0,1,9,38,0,0,37,9,0
1,1004385,0,2,5,12,0,1,2,38,0,0,43,9,0
1,1004386,1,2,1,40,0,1,9,38,0,0,36,9,0
1,1004389,0,2,5,12,0,1,2,38,0,0,39,9,0
1,1004390,1,2,5,12,0,1,9,38,0,0,44,9,1
1,1004390,1,2,5,12,0,1,9,25,0,0,44,9,1
1,1004394,0,2,1,40,0,1,2,30,0,0,53,9,0
1,1004394,0,1,5,12,0,1,2,30,0,0,53,9,0
1,1004396,1,2,5,12,0,1,2,21,0,0,42,9,0
1,1004396,1,3,34,9,1,1,2,21,0,1,42,9,0
1,1004398,0,2,5,12,0,1,4,30,0,0,34,9,0
1,1004401,0,2,5,12,0,1,2,14,0,0,51,9,0
1,1004425,1,3,28,18,0,0,0,46,0,0,63,9,0
1,1004427,0,2,5,12,0,1,2,23,0,0,38,9,0
1,1004431,0,2,5,12,0,1,2,23,0,0,38,9,0
1,1004432,0,2,1,40,0,1,2,23,0,0,42,9,0
1,1004433,0,3,1,40,0,1,2,23,0,0,38,9,0
1,1004433,0,2,1,40,0,1,2,23,0,0,38,9,0
0,1004433,0,3,1,40,0,1,2,23,0,0,38,9,0
1,1004434,0,2,1,40,0,1,2,23,0,0,37,9,0
1,1004434,0,3,1,40,0,1,2,23,0,0,37,9,0
1,1004438,0,2,5,12,0,1,2,32,0,0,36,9,0
1,1004441,0,2,1,40,0,1,2,38,0,0,38,9,0
0,1004441,0,2,1,40,0,1,2,38,0,0,38,9,0
1,1004442,0,3,1,40,0,1,2,30,0,0,44,9,0
0,1004442,0,3,1,40,0,1,2,30,0,0,44,9,0
1,1004442,0,2,5,12,0,1,2,30,0,0,44,9,0
1,1004443,0,2,5,12,0,1,2,30,0,0,37,9,0
1,1004444,0,2,5,12,0,1,2,23,0,0,42,9,0
1,1004445,0,2,5,12,0,1,2,30,0,0,46,9,0
0,1004445,0,2,5,12,0,1,2,30,0,0,46,9,0
1,1004449,0,2,1,40,0,0,0,51,0,0,43,9,0
1,1004451,0,2,1,40,0,0,0,46,0,0,49,9,0
1,1004455,0,3,1,40,0,0,0,60,0,0,45,9,0
1,1004457,0,2,1,40,0,0,0,51,0,0,43,9,0
1,1004460,0,2,1,40,0,0,0,59,0,0,44,9,0
1,1004464,0,2,1,40,0,0,0,51,0,0,43,9,0
1,1004468,0,2,5,12,0,1,4,32,0,0,33,9,0
1,1004473,0,2,5,12,0,1,2,32,0,0,41,9,0
1,1004473,0,2,5,12,0,1,2,31,0,0,41,9,0
0,1004473,0,2,5,12,0,1,2,32,0,0,41,9,0
0,1004473,0,2,5,12,0,1,2,31,0,0,41,9,0
1,1004474,0,2,5,12,0,1,2,31,0,0,45,9,0
1,1004475,0,2,1,40,0,1,2,32,0,0,40,9,0
0,1004475,0,2,1,40,0,1,2,32,0,0,40,9,0
1,1004477,0,2,5,12,0,1,2,32,0,0,47,9,0
1,1004479,0,2,5,12,0,1,2,32,0,0,38,9,0
1,1004480,0,2,5,12,0,1,2,14,0,0,44,9,0
1,1004481,0,2,5,12,0,1,2,23,0,0,38,9,0
1,1004483,0,2,1,40,0,1,9,31,0,0,43,9,0
1,1004483,0,2,1,40,0,1,4,14,0,0,43,9,0
1,1004483,0,2,1,40,0,1,9,14,0,0,43,9,0
1,1004489,0,2,5,12,0,2,6,31,0,0,40,9,0
0,1004489,0,2,5,12,0,2,6,31,0,0,40,9,0
1,1004492,1,2,5,12,0,1,9,32,0,0,51,9,0
1,1004495,1,2,5,12,0,1,9,38,0,0,45,9,0
0,1004495,1,2,5,12,0,1,9,38,0,0,45,9,0
1,1004501,0,2,1,40,0,1,2,38,0,0,42,9,0
1,1004503,0,2,1,40,0,1,4,23,0,0,37,9,0
1,1004504,0,2,5,12,0,1,4,23,0,0,35,9,0
1,1004505,0,2,1,40,0,1,4,23,0,0,39,9,0
1,1004506,0,2,1,40,0,1,4,23,0,0,38,9,0
1,1004509,0,2,5,12,0,1,4,23,0,0,44,9,0
1,1004510,0,2,5,12,0,1,4,23,0,0,37,9,0
1,1004513,0,2,1,40,0,1,4,14,0,0,49,9,0
1,1004531,0,2,5,12,0,1,4,14,0,0,60,9,0
1,1004532,0,2,5,12,0,1,4,32,0,0,42,9,0
1,1004533,1,2,5,12,0,1,9,38,0,0,62,9,0
1,1004538,0,2,5,12,0,1,4,38,0,0,36,9,0
1,1004539,1,2,5,12,0,1,9,38,0,0,41,9,0
1,1004539,1,3,5,12,0,1,9,38,0,0,41,9,0
1,1004539,1,2,5,12,0,1,9,38,0,0,41,9,0
1,1004539,1,3,5,12,0,1,9,38,0,0,41,9,0
1,1004543,1,2,1,40,0,0,0,6,0,0,56,9,0
1,1004543,1,2,6,39,0,0,0,6,0,0,56,9,0
1,1004546,0,2,5,12,0,1,2,32,0,0,34,9,0
1,1004547,0,2,1,40,0,1,2,32,0,0,36,9,0
1,1004548,0,2,1,40,0,1,2,32,0,0,38,9,0
1,1004549,0,2,5,12,0,1,2,32,0,0,54,9,0
1,1004551,1,2,5,12,0,1,2,32,0,0,41,9,0
1,1004553,0,2,5,12,0,1,2,32,0,0,38,9,0
1,1004553,0,2,5,12,0,1,4,32,0,0,38,9,0
0,1004553,0,2,5,12,0,1,2,32,0,0,38,9,0
1,1004554,0,2,1,40,0,1,4,32,0,0,32,9,0
1,1004554,0,2,1,40,0,1,4,26,0,0,32,9,0
1,1004555,0,2,5,12,0,1,4,38,0,0,32,9,0
1,1004555,0,2,5,12,0,1,4,26,0,0,32,9,0
0,1004556,0,2,1,40,0,1,2,25,1,0,38,9,0
1,1004556,0,2,1,40,0,1,2,25,1,0,38,9,0
1,1004557,0,2,5,12,0,1,2,25,1,0,42,9,0
1,1004558,0,3,5,12,0,1,4,14,1,0,51,9,0
1,1004565,0,2,5,12,0,1,4,31,0,0,35,9,0
0,1004565,0,2,5,12,0,1,4,31,0,0,35,9,0
1,1004571,0,2,5,12,0,1,4,31,0,0,59,9,0
1,1004573,0,2,5,12,0,1,4,26,0,0,36,9,0
0,1004573,0,2,5,12,0,1,4,26,0,0,36,9,0
1,1004574,0,2,5,12,0,1,2,26,0,0,38,9,0
1,1004581,0,2,5,12,0,1,4,32,0,0,55,9,0
1,1004582,0,2,5,12,0,1,2,26,0,0,37,9,0
1,1004591,0,2,5,12,0,1,2,31,0,0,38,9,0
1,1004591,0,2,5,12,0,1,2,36,0,0,38,9,0
1,1004592,0,2,5,12,0,1,4,31,0,0,39,9,0
1,1004593,0,2,5,12,0,1,2,32,0,0,39,9,0
1,1004595,0,2,5,12,0,1,2,30,0,0,42,9,0
1,1004615,0,2,5,12,0,1,2,26,0,0,39,9,0
1,1004617,0,2,5,12,0,1,2,14,0,0,35,9,0
1,1004620,0,2,5,12,0,1,2,32,0,0,36,9,0
1,1004624,0,2,1,40,0,1,2,26,0,0,37,9,0
0,1004624,0,2,1,40,0,1,2,26,0,0,37,9,0
1,1004625,0,2,5,12,0,1,4,23,0,0,34,9,0
1,1004626,0,2,5,12,0,1,2,38,0,0,37,9,0
1,1004628,0,2,5,12,0,1,2,38,0,0,46,9,0
1,1004629,0,2,5,12,0,1,4,32,0,0,48,9,0
1,1004630,0,2,1,40,0,1,2,38,0,0,41,9,0
1,1004630,0,2,1,40,0,1,2,38,0,0,41,9,2
1,1004646,0,2,5,12,0,1,4,38,0,0,35,9,0
1,1004648,0,2,1,40,0,1,4,31,0,0,36,9,0
1,1004649,0,2,5,12,0,1,2,23,0,0,39,9,0
0,1004649,0,2,5,12,0,1,2,23,0,0,39,9,0
1,1004650,0,2,5,12,0,1,2,22,0,0,37,9,0
0,1004664,0,2,1,40,0,1,2,32,0,0,38,9,0
1,1004664,0,2,1,40,0,1,2,32,0,0,38,9,0
1,1004669,0,2,1,40,0,1,2,23,0,0,40,9,0
1,1004674,0,2,5,12,0,1,2,26,0,0,38,9,0
1,1004675,1,2,1,40,0,1,2,26,0,0,39,9,0
1,1004679,0,2,5,12,0,1,2,26,0,0,35,9,0
1,1004679,0,2,5,12,0,1,2,32,0,0,35,9,0
1,1004685,0,2,1,40,0,0,0,51,0,0,44,9,0
1,1004686,0,2,1,40,0,0,0,51,0,0,43,9,0
1,1004690,0,2,1,40,0,1,4,26,0,0,34,9,0
0,1004694,0,2,5,12,0,1,4,26,0,0,40,9,0
1,1004694,0,2,5,12,0,1,4,26,0,0,40,9,0
1,1004696,0,2,5,12,0,1,4,14,0,0,62,9,0
1,1004697,0,2,1,40,0,1,4,25,1,0,39,9,1
1,1004697,0,2,1,40,0,1,4,14,0,0,39,9,1
1,1004697,0,2,1,40,0,1,4,25,1,0,39,9,0
1,1004720,0,2,7,13,0,2,6,14,1,0,47,9,0
1,1004720,0,2,7,13,0,1,2,14,1,0,47,9,0
1,1004722,0,2,5,12,0,1,4,31,0,0,43,9,0
1,1004722,0,2,5,12,0,1,4,38,0,0,43,9,0
1,1004725,0,2,5,12,0,1,2,36,0,0,37,9,0
1,1004733,0,2,1,40,0,1,2,31,0,0,33,9,0
1,1004741,1,2,1,40,0,1,9,14,0,0,44,9,0
1,1004741,1,2,1,40,0,1,9,17,0,0,44,9,0
1,1004744,0,2,5,12,0,1,4,30,0,0,47,9,0
1,1004751,0,2,1,40,0,1,2,32,0,0,37,9,0
1,1004902,0,2,5,12,0,1,2,32,0,0,38,9,0
1,1004905,0,2,5,12,0,1,4,23,0,0,34,9,0
1,1004908,0,2,5,12,0,2,8,62,0,0,55,9,0
