,STD_ID_PERSON,STD_N_GENDERESP,Num_Periodo,SSP_ID_CONT_INTERN,SSP_NM_CONT_INESP,SSP_NO_DEFINIDO,CSP_N_AG_CATEGOR,CSP_NM_CATEGORESP,STD_N_WU_TYPEESP,STD_WORK_LOCESP,CSP_N_COLECTIVO,Edad,Nacionalidad,SSP_ID_MINUSVALIA,Activos
0,1000016,0,2,6,39,0,2,5,66,0,0,39,9,0,1
1,1000026,0,1,1,40,0,2,5,70,0,0,41,9,0,1
2,1000107,1,2,1,40,0,2,5,68,0,0,51,9,0,1
3,1000125,0,1,1,40,0,2,6,76,0,0,38,9,0,1
4,1000146,0,1,13,2,1,1,2,26,0,1,49,9,0,1
5,1000146,0,2,9,36,1,1,2,26,0,1,49,9,0,1
6,1000146,0,1,9,36,1,1,2,26,0,1,49,9,0,1
7,1000146,0,2,13,2,1,1,2,26,0,1,49,9,0,1
8,1000148,0,2,5,12,0,2,8,62,0,0,41,9,0,1
9,1000349,0,1,13,2,1,0,0,71,0,1,55,9,0,1
10,1000404,0,1,30,34,1,0,0,45,0,1,44,9,0,1
11,1000854,0,1,30,34,1,0,0,45,0,1,43,9,0,1
12,1001050,0,2,8,38,1,1,2,36,0,1,36,9,0,1
13,1001312,1,2,1,40,0,0,0,70,0,0,57,9,0,1
14,1002027,1,1,1,40,0,1,2,13,0,0,39,9,0,1
15,1002027,1,1,1,40,0,1,2,25,0,0,39,9,0,1
16,1002027,1,1,1,40,0,1,2,20,0,0,39,9,0,1
17,1002043,1,2,1,40,0,2,5,71,0,0,46,9,0,1
18,1002094,1,2,1,40,0,2,5,65,0,0,40,9,0,1
19,1002111,1,1,30,34,1,0,0,45,0,1,43,9,0,1
20,1002220,0,1,1,40,0,0,0,69,0,0,52,9,0,1
21,1002322,0,1,13,2,1,1,2,26,0,1,46,9,0,1
22,1002514,1,1,9,36,1,1,2,27,0,1,44,9,0,1
23,1002518,0,2,5,12,0,1,2,23,0,0,40,9,0,1
24,1003380,1,1,30,34,1,0,0,45,0,1,43,9,0,1
25,1003431,1,2,6,39,0,2,5,76,0,0,49,9,0,1
26,1003521,1,2,1,40,0,0,0,8,0,0,57,9,0,1
27,1003522,0,2,1,40,0,0,0,45,0,0,57,9,0,1
28,1003623,0,2,1,40,0,2,6,70,0,0,43,9,0,1
29,1003626,1,2,1,40,0,0,0,55,0,0,56,9,0,1
30,1003628,0,2,1,40,0,0,0,54,0,0,58,9,0,1
31,1003678,0,2,1,40,0,0,0,73,0,0,50,9,0,1
32,1003678,0,2,1,40,0,2,5,73,0,0,50,9,0,1
33,1003678,0,2,1,40,0,0,0,67,0,0,50,9,0,1
34,1003678,0,2,1,40,0,0,0,46,0,0,50,9,0,1
35,1003678,0,2,1,40,0,2,5,46,0,0,50,9,0,1
36,1003679,1,2,5,12,0,2,8,65,0,0,58,9,0,1
37,1003680,0,2,1,40,0,0,0,51,0,0,58,9,0,1
38,1003703,0,2,5,12,0,1,2,26,0,0,37,9,0,1
39,1003714,0,2,1,40,0,2,6,71,0,0,37,9,0,1
40,1003715,1,1,30,34,1,0,0,5,0,1,47,9,0,1
41,1003717,0,2,1,40,0,0,0,50,0,0,47,9,0,1
42,1003718,0,2,1,40,0,2,6,76,0,0,42,9,0,1
43,1003721,0,2,5,12,0,2,8,62,0,0,47,9,0,1
44,1003722,0,2,5,12,0,2,8,62,0,0,54,9,0,1
45,1003742,0,2,1,40,0,0,0,40,0,0,46,9,0,1
46,1003756,1,2,1,40,0,0,0,57,0,0,53,9,0,1
47,1003762,0,2,1,40,0,0,0,56,1,0,55,9,0,1
48,1003771,1,2,5,12,0,2,6,65,0,0,31,9,0,1
49,1003771,1,2,5,12,0,2,8,65,0,0,31,9,0,1
50,1003784,0,2,5,12,0,2,8,62,0,0,40,9,0,1
51,1003786,0,2,5,12,0,2,8,62,0,0,55,9,0,1
52,1003788,0,2,5,12,0,2,8,62,0,0,48,9,0,1
53,1003789,1,2,5,12,0,2,7,33,0,0,34,9,0,1
54,1003789,1,3,5,12,0,2,7,33,0,0,34,9,0,1
55,1003789,1,4,40,28,0,1,3,33,0,0,34,9,0,1
56,1003790,0,2,5,12,0,2,8,62,1,0,53,9,0,1
57,1003791,0,2,5,12,0,2,8,68,0,0,39,9,0,0
58,1003791,0,2,5,12,0,2,8,68,0,0,39,9,0,1
59,1003802,0,2,1,40,0,1,2,30,0,0,45,9,0,1
60,1003822,1,3,11,6,1,1,2,21,0,0,50,9,0,1
61,1003822,1,2,22,20,1,1,2,21,0,2,50,9,0,1
62,1003822,1,2,11,6,1,1,2,21,0,0,50,9,0,1
63,1003822,1,3,22,20,1,1,2,21,0,2,50,9,0,1
64,1003838,0,2,1,40,0,0,0,51,0,0,49,9,0,1
65,1003842,0,2,5,12,0,2,8,62,0,0,40,9,0,1
66,1003847,0,2,5,12,0,2,8,68,0,0,39,9,0,1
67,1003851,1,2,1,40,0,0,0,50,0,0,49,9,0,1
68,1003855,0,2,1,40,0,0,0,55,0,0,45,9,0,1
69,1003856,0,2,1,40,0,0,0,52,0,0,63,9,0,1
70,1003910,0,2,5,12,0,1,2,32,0,0,44,9,0,1
71,1003910,0,2,5,12,0,1,2,14,0,0,44,9,0,1
72,1003914,0,2,1,40,0,0,0,52,0,0,45,9,0,1
73,1003914,0,2,1,40,0,0,0,52,0,0,45,9,0,0
74,1003917,0,2,5,12,0,2,7,33,0,0,48,9,0,1
75,1003917,0,2,5,12,0,1,3,33,0,0,48,9,0,1
76,1003973,1,2,5,12,0,2,7,33,0,0,42,9,0,1
77,1003973,1,2,5,12,0,1,3,33,0,0,42,9,0,1
78,1003976,0,2,5,12,0,2,7,33,0,0,36,9,0,1
79,1003976,0,2,5,12,0,1,3,33,0,0,36,9,0,1
80,1003977,0,2,1,40,0,2,7,33,0,0,47,9,0,1
81,1003977,0,2,1,40,0,1,3,33,0,0,47,9,0,1
82,1003977,0,2,1,40,0,2,7,33,0,0,47,9,0,0
83,1003978,0,2,5,12,0,1,3,33,0,0,42,9,0,1
84,1003978,0,2,5,12,0,2,7,33,0,0,42,9,0,1
85,1003980,0,2,5,12,0,1,3,11,0,0,36,9,0,1
86,1003980,0,2,5,12,0,2,7,11,0,0,36,9,0,1
87,1003984,1,2,1,40,0,0,0,52,0,0,42,9,0,1
88,1003989,0,2,1,40,0,0,0,50,0,0,47,9,0,1
89,1003994,1,2,1,40,0,2,8,62,0,0,47,9,0,1
90,1003995,0,2,1,40,0,0,0,46,0,0,49,9,0,1
91,1003996,0,2,1,40,0,0,0,39,0,0,48,9,0,1
92,1004000,1,2,1,40,0,0,0,6,0,0,46,9,0,1
93,1004013,1,2,1,40,0,0,0,53,0,0,42,9,0,1
94,1004014,0,2,1,40,0,0,0,54,0,0,42,9,0,0
95,1004014,0,2,1,40,0,0,0,54,0,0,42,9,0,1
96,1004015,0,2,1,40,0,0,0,0,0,0,47,9,0,1
97,1004019,0,2,1,40,0,0,0,45,0,0,45,9,0,1
98,1004021,0,2,1,40,0,0,0,9,0,0,47,9,0,1
99,1004022,0,2,1,40,0,0,0,40,0,0,45,9,0,1
100,1004023,1,2,1,40,0,0,0,44,1,0,42,9,0,1
101,1004023,1,2,1,40,0,0,0,44,0,0,42,9,0,1
102,1004024,0,2,1,40,0,0,0,52,0,0,42,9,0,1
103,1004030,0,2,1,40,0,0,0,45,0,0,52,9,0,1
104,1004033,0,2,1,40,0,0,0,57,0,0,51,9,0,1
105,1004033,0,2,6,39,0,0,0,57,0,0,51,9,0,1
106,1004034,0,2,1,40,0,2,8,62,0,0,49,9,0,1
107,1004035,0,2,5,12,0,2,8,62,0,0,39,9,0,1
108,1004038,0,3,1,40,0,2,8,62,0,0,51,9,0,1
109,1004038,0,3,1,40,0,2,8,62,0,0,51,9,0,0
110,1004040,0,2,1,40,0,1,2,32,0,0,49,9,0,1
111,1004041,1,2,5,12,0,2,8,62,0,0,39,9,0,1
112,1004044,0,2,1,40,0,0,0,46,0,0,46,9,0,1
113,1004064,0,2,5,12,0,2,8,62,0,0,51,9,0,1
114,1004064,0,2,5,12,0,2,8,62,0,0,51,9,0,0
115,1004064,0,4,1,40,0,2,8,62,0,0,51,9,0,1
116,1004064,0,3,1,40,0,2,8,62,0,0,51,9,0,1
117,1004064,0,3,1,40,0,2,8,62,0,0,51,9,0,1
118,1004064,0,4,1,40,0,2,8,62,0,0,51,9,0,1
119,1004069,1,2,1,40,0,0,0,45,0,0,47,9,0,1
120,1004069,1,2,6,39,0,0,0,45,0,0,47,9,0,1
121,1004069,1,2,1,40,0,0,0,45,0,0,47,9,0,1
122,1004077,0,2,1,40,0,0,0,51,0,0,44,9,0,1
123,1004080,0,2,5,12,0,1,4,40,0,0,43,9,0,1
124,1004080,0,2,5,12,0,1,4,17,0,0,43,9,0,1
125,1004082,1,2,5,12,0,1,4,32,0,0,39,9,0,1
126,1004083,0,2,5,12,0,1,4,14,0,0,44,9,0,1
127,1004086,0,2,5,12,0,1,4,40,0,0,37,9,0,1
128,1004086,0,2,5,12,0,1,4,40,0,0,37,9,0,0
129,1004088,1,2,1,40,0,1,9,26,0,0,48,9,0,1
130,1004088,1,2,1,40,0,1,9,38,0,0,48,9,0,1
131,1004089,0,2,5,12,0,2,8,68,0,0,43,9,0,1
132,1004090,0,2,1,40,0,0,0,57,0,0,42,9,0,1
133,1004090,0,2,1,40,0,0,0,57,0,0,42,9,0,0
134,1004092,0,2,5,12,0,1,3,33,0,0,41,9,0,1
135,1004092,0,2,5,12,0,2,7,33,0,0,41,9,0,1
136,1004095,0,2,1,40,0,0,0,4,0,0,41,9,0,1
137,1004105,0,2,1,40,0,2,6,71,0,0,49,9,0,1
138,1004109,0,2,5,12,0,1,4,32,0,0,43,9,0,1
139,1004110,0,2,5,12,0,1,4,32,0,0,44,9,0,1
140,1004112,0,2,5,12,0,1,4,38,0,0,34,9,0,1
141,1004112,0,2,5,12,0,1,4,38,0,0,34,9,0,0
142,1004114,0,2,5,12,0,1,4,38,0,0,39,9,0,1
143,1004117,0,2,5,12,0,1,4,26,0,0,39,9,0,1
144,1004119,0,3,1,40,0,1,2,32,0,0,42,9,0,1
145,1004119,0,2,1,40,0,1,2,32,0,0,42,9,0,1
146,1004120,0,2,5,12,0,1,2,15,0,0,38,9,0,1
147,1004120,0,2,5,12,0,1,2,15,0,0,38,9,0,0
148,1004122,0,2,5,12,0,1,2,31,0,0,38,9,0,1
149,1004123,0,2,5,12,0,1,2,30,0,0,43,9,0,1
150,1004127,0,2,5,12,0,2,7,10,0,0,50,9,0,1
151,1004127,0,2,5,12,0,1,3,10,0,0,50,9,0,1
152,1004128,0,2,5,12,0,2,7,10,0,0,42,9,0,1
153,1004128,0,2,5,12,0,1,3,10,0,0,42,9,0,1
154,1004130,0,2,5,12,0,1,2,14,0,0,41,9,0,1
155,1004131,0,2,5,12,0,1,2,14,0,0,38,9,0,1
156,1004131,0,2,5,12,0,1,2,14,0,0,38,9,0,0
157,1004134,0,2,5,12,0,1,2,14,0,0,44,9,0,1
158,1004134,0,2,5,12,0,1,2,31,0,0,44,9,0,1
159,1004135,0,2,5,12,0,1,2,14,0,0,44,9,0,1
160,1004136,0,2,5,12,0,1,2,14,0,0,51,9,0,1
161,1004139,0,2,5,12,0,1,2,14,0,0,38,9,0,1
162,1004140,0,2,5,12,0,1,2,14,0,0,41,9,0,1
163,1004140,0,2,5,12,0,1,2,14,0,0,41,9,0,0
164,1004142,0,2,5,12,0,1,4,14,0,0,37,9,0,1
165,1004144,1,2,1,40,0,1,4,14,0,0,47,9,0,1
166,1004145,0,2,5,12,0,1,4,14,0,0,44,9,0,1
167,1004145,0,2,5,12,0,1,4,14,0,0,44,9,1,1
168,1004146,0,2,5,12,0,2,7,10,0,0,37,9,0,1
169,1004146,0,2,5,12,0,1,3,10,0,0,37,9,0,1
170,1004146,0,2,5,12,0,1,3,10,0,0,37,9,0,0
171,1004147,0,2,5,12,0,1,4,14,0,0,39,9,0,1
172,1004151,0,2,5,12,0,1,2,14,0,0,41,9,0,1
173,1004153,0,2,5,12,0,1,2,14,0,0,44,9,0,1
174,1004154,1,2,5,12,0,1,2,19,0,0,41,9,0,1
175,1004155,0,2,5,12,0,1,2,14,0,0,47,9,0,1
176,1004157,0,2,5,12,0,1,4,14,0,0,39,9,0,1
177,1004159,1,2,1,40,0,0,0,58,0,0,42,9,0,1
178,1004161,0,2,5,12,0,1,4,23,0,0,46,9,0,1
179,1004169,0,2,5,12,0,1,4,14,0,0,39,9,0,1
180,1004169,0,2,5,12,0,1,4,14,0,0,39,9,1,1
181,1004170,0,2,5,12,0,1,2,38,0,0,36,9,0,1
182,1004173,1,2,5,12,0,1,9,38,0,0,41,9,0,1
183,1004176,0,2,5,12,0,1,3,11,0,0,48,9,0,1
184,1004176,0,2,5,12,0,2,7,11,0,0,48,9,0,1
185,1004190,0,2,1,40,0,0,0,60,0,0,43,9,0,1
186,1004195,1,2,1,40,0,0,0,60,0,0,43,9,0,1
187,1004199,1,2,1,40,0,0,0,8,0,0,43,9,0,1
188,1004201,1,2,1,40,0,0,0,60,0,0,46,9,0,1
189,1004204,1,2,1,40,0,0,0,60,0,0,46,9,0,1
190,1004204,1,2,6,39,0,0,0,60,0,0,46,9,0,1
191,1004209,0,2,1,40,0,0,0,57,0,0,55,9,0,1
192,1004211,1,2,1,40,0,0,0,8,0,0,44,9,0,1
193,1004213,0,2,1,40,0,2,8,62,0,0,39,9,0,1
194,1004214,0,2,5,12,0,1,2,26,0,0,40,9,0,1
195,1004215,0,2,5,12,0,1,2,26,0,0,39,9,0,1
196,1004215,0,2,5,12,0,1,2,26,0,0,39,9,0,0
197,1004217,0,2,5,12,0,1,2,32,0,0,47,9,0,1
198,1004218,0,2,5,12,0,1,4,26,0,0,36,9,0,1
199,1004219,0,2,5,12,0,1,4,23,0,0,37,9,0,1
200,1004225,0,2,1,40,0,1,2,15,0,0,38,9,0,1
201,1004225,0,3,1,40,0,1,2,15,0,0,38,9,0,1
202,1004226,0,2,5,12,0,1,4,26,0,0,36,9,0,1
203,1004227,0,2,1,40,0,1,4,26,0,0,40,9,0,1
204,1004228,0,2,5,12,0,1,2,32,0,0,38,9,0,1
205,1004232,0,2,5,12,0,1,4,32,0,0,40,9,0,1
206,1004232,0,2,5,12,0,1,4,32,0,0,40,9,0,0
207,1004234,0,2,5,12,0,2,8,65,0,0,58,9,0,1
208,1004236,0,2,5,12,0,2,8,62,0,0,69,9,0,1
209,1004239,1,2,1,40,0,0,0,51,0,0,41,9,0,1
210,1004241,1,2,5,12,0,1,9,38,0,0,38,9,0,1
211,1004245,0,2,1,40,0,2,8,62,1,0,53,9,0,1
212,1004247,0,2,5,12,0,2,8,62,0,0,40,9,0,1
213,1004248,0,2,5,12,0,2,8,62,0,0,46,9,0,1
214,1004249,0,2,5,12,0,2,8,62,0,0,56,9,0,1
215,1004262,0,3,1,40,0,1,2,14,1,0,45,9,0,1
216,1004266,0,2,1,40,0,1,2,22,0,0,49,9,0,1
217,1004266,0,2,1,40,0,1,2,20,0,0,49,9,0,1
218,1004272,0,2,5,12,0,1,4,30,0,0,35,9,0,1
219,1004276,0,2,5,12,0,2,8,40,0,0,35,9,0,1
220,1004277,0,2,1,40,0,0,0,46,0,0,48,9,0,1
221,1004279,1,2,5,12,0,1,9,32,0,0,38,9,0,1
222,1004288,0,2,5,12,0,1,2,24,0,0,37,9,0,0
223,1004288,0,2,5,12,0,1,2,24,0,0,37,9,0,1
224,1004290,1,2,5,12,0,1,2,36,0,0,37,9,0,1
225,1004292,0,2,1,40,0,1,2,18,0,0,39,9,0,1
226,1004292,0,2,1,40,0,1,2,24,0,0,39,9,0,1
227,1004292,0,2,1,40,0,1,2,21,0,0,39,9,0,1
228,1004292,0,2,1,40,0,1,2,15,0,0,39,9,0,1
229,1004293,0,2,5,12,0,1,2,31,0,0,38,9,0,0
230,1004293,0,2,5,12,0,1,2,31,0,0,38,9,0,1
231,1004296,0,2,1,40,0,1,2,31,0,0,39,9,0,1
232,1004296,0,2,1,40,0,1,2,14,0,0,39,9,0,1
233,1004297,0,2,5,12,0,1,2,32,0,0,38,9,0,1
234,1004299,0,3,5,12,0,1,4,38,0,0,37,9,0,1
235,1004299,0,2,5,12,0,1,4,38,0,0,37,9,0,1
236,1004299,0,3,5,12,0,1,4,38,0,0,37,9,0,0
237,1004303,0,2,5,12,0,1,9,14,0,0,58,9,0,1
238,1004303,0,2,5,12,0,1,9,31,0,0,58,9,0,1
239,1004305,0,2,5,12,0,1,9,31,0,0,34,9,0,1
240,1004307,1,2,5,12,0,1,2,32,0,0,37,9,0,1
241,1004308,1,2,5,12,0,1,2,26,0,0,42,9,0,1
242,1004311,0,2,1,40,0,1,4,38,0,0,35,9,0,1
243,1004311,0,2,1,40,0,1,4,30,0,0,35,9,0,1
244,1004311,0,2,1,40,0,1,4,38,0,0,35,9,0,0
245,1004312,0,2,5,12,0,1,2,38,0,0,43,9,0,1
246,1004315,0,2,1,40,0,1,2,38,0,0,47,9,0,1
247,1004316,1,7,5,12,0,1,4,38,0,0,33,9,0,1
248,1004318,0,2,5,12,0,1,2,21,0,0,34,9,0,1
249,1004319,0,2,5,12,0,1,4,38,0,0,43,9,0,1
250,1004322,0,2,5,12,0,1,2,38,0,0,40,9,0,1
251,1004324,0,2,5,12,0,1,2,38,0,0,42,9,0,1
252,1004326,0,2,1,40,0,1,4,38,0,0,46,9,0,0
253,1004326,0,2,1,40,0,1,4,38,0,0,46,9,0,1
254,1004328,0,2,5,12,0,1,4,38,0,0,36,9,0,1
255,1004330,0,2,1,40,0,1,4,14,0,0,46,9,0,1
256,1004359,0,2,5,12,0,1,4,30,0,0,46,9,0,1
257,1004361,0,2,5,12,0,1,4,30,0,0,33,9,0,1
258,1004361,0,2,5,12,0,1,4,30,0,0,33,9,0,0
259,1004362,0,2,5,12,0,1,4,30,0,0,35,9,0,1
260,1004365,0,2,5,12,0,1,4,30,0,0,45,9,0,1
261,1004365,0,2,5,12,0,1,4,23,0,0,45,9,0,1
262,1004366,0,2,5,12,0,1,4,30,0,0,40,9,0,1
263,1004369,0,2,5,12,0,1,2,38,0,0,39,9,0,1
264,1004375,1,2,5,12,0,1,9,38,0,0,34,9,0,1
265,1004376,1,2,5,12,0,1,9,38,0,0,37,9,0,1
266,1004378,1,2,5,12,0,1,9,38,0,0,41,9,0,1
267,1004380,1,2,5,12,0,1,9,38,0,0,38,9,0,1
268,1004380,1,2,5,12,0,1,9,14,1,0,38,9,0,1
269,1004381,1,2,5,12,0,1,2,38,0,0,49,9,0,1
270,1004382,1,2,5,12,0,1,9,38,0,0,51,9,0,1
271,1004383,1,2,5,12,0,1,9,38,0,0,37,9,0,1
272,1004385,0,2,5,12,0,1,2,38,0,0,43,9,0,1
273,1004386,1,2,1,40,0,1,9,38,0,0,36,9,0,1
274,1004389,0,2,5,12,0,1,2,38,0,0,39,9,0,1
275,1004390,1,2,5,12,0,1,9,38,0,0,44,9,1,1
276,1004390,1,2,5,12,0,1,9,25,0,0,44,9,1,1
277,1004394,0,2,1,40,0,1,2,30,0,0,53,9,0,1
278,1004394,0,1,5,12,0,1,2,30,0,0,53,9,0,1
279,1004396,1,2,5,12,0,1,2,21,0,0,42,9,0,1
280,1004396,1,3,34,9,1,1,2,21,0,1,42,9,0,1
281,1004398,0,2,5,12,0,1,4,30,0,0,34,9,0,1
282,1004401,0,2,5,12,0,1,2,14,0,0,51,9,0,1
283,1004425,1,3,28,18,0,0,0,46,0,0,63,9,0,1
284,1004427,0,2,5,12,0,1,2,23,0,0,38,9,0,1
285,1004431,0,2,5,12,0,1,2,23,0,0,38,9,0,1
286,1004432,0,2,1,40,0,1,2,23,0,0,42,9,0,1
287,1004433,0,3,1,40,0,1,2,23,0,0,38,9,0,1
288,1004433,0,2,1,40,0,1,2,23,0,0,38,9,0,1
289,1004433,0,3,1,40,0,1,2,23,0,0,38,9,0,0
290,1004434,0,2,1,40,0,1,2,23,0,0,37,9,0,1
291,1004434,0,3,1,40,0,1,2,23,0,0,37,9,0,1
292,1004438,0,2,5,12,0,1,2,32,0,0,36,9,0,1
293,1004441,0,2,1,40,0,1,2,38,0,0,38,9,0,1
294,1004441,0,2,1,40,0,1,2,38,0,0,38,9,0,0
295,1004442,0,3,1,40,0,1,2,30,0,0,44,9,0,1
296,1004442,0,3,1,40,0,1,2,30,0,0,44,9,0,0
297,1004442,0,2,5,12,0,1,2,30,0,0,44,9,0,1
298,1004443,0,2,5,12,0,1,2,30,0,0,37,9,0,1
299,1004444,0,2,5,12,0,1,2,23,0,0,42,9,0,1
300,1004445,0,2,5,12,0,1,2,30,0,0,46,9,0,1
301,1004445,0,2,5,12,0,1,2,30,0,0,46,9,0,0
302,1004449,0,2,1,40,0,0,0,51,0,0,43,9,0,1
303,1004451,0,2,1,40,0,0,0,46,0,0,49,9,0,1
304,1004455,0,3,1,40,0,0,0,60,0,0,45,9,0,1
305,1004457,0,2,1,40,0,0,0,51,0,0,43,9,0,1
306,1004460,0,2,1,40,0,0,0,59,0,0,44,9,0,1
307,1004464,0,2,1,40,0,0,0,51,0,0,43,9,0,1
308,1004468,0,2,5,12,0,1,4,32,0,0,33,9,0,1
309,1004473,0,2,5,12,0,1,2,32,0,0,41,9,0,1
310,1004473,0,2,5,12,0,1,2,31,0,0,41,9,0,1
311,1004473,0,2,5,12,0,1,2,32,0,0,41,9,0,0
312,1004473,0,2,5,12,0,1,2,31,0,0,41,9,0,0
313,1004474,0,2,5,12,0,1,2,31,0,0,45,9,0,1
314,1004475,0,2,1,40,0,1,2,32,0,0,40,9,0,1
315,1004475,0,2,1,40,0,1,2,32,0,0,40,9,0,0
316,1004477,0,2,5,12,0,1,2,32,0,0,47,9,0,1
317,1004479,0,2,5,12,0,1,2,32,0,0,38,9,0,1
318,1004480,0,2,5,12,0,1,2,14,0,0,44,9,0,1
319,1004481,0,2,5,12,0,1,2,23,0,0,38,9,0,1
320,1004483,0,2,1,40,0,1,9,31,0,0,43,9,0,1
321,1004483,0,2,1,40,0,1,4,14,0,0,43,9,0,1
322,1004483,0,2,1,40,0,1,9,14,0,0,43,9,0,1
323,1004489,0,2,5,12,0,2,6,31,0,0,40,9,0,1
324,1004489,0,2,5,12,0,2,6,31,0,0,40,9,0,0
325,1004492,1,2,5,12,0,1,9,32,0,0,51,9,0,1
326,1004495,1,2,5,12,0,1,9,38,0,0,45,9,0,1
327,1004495,1,2,5,12,0,1,9,38,0,0,45,9,0,0
328,1004501,0,2,1,40,0,1,2,38,0,0,42,9,0,1
329,1004503,0,2,1,40,0,1,4,23,0,0,37,9,0,1
330,1004504,0,2,5,12,0,1,4,23,0,0,35,9,0,1
331,1004505,0,2,1,40,0,1,4,23,0,0,39,9,0,1
332,1004506,0,2,1,40,0,1,4,23,0,0,38,9,0,1
333,1004509,0,2,5,12,0,1,4,23,0,0,44,9,0,1
334,1004510,0,2,5,12,0,1,4,23,0,0,37,9,0,1
335,1004513,0,2,1,40,0,1,4,14,0,0,49,9,0,1
336,1004531,0,2,5,12,0,1,4,14,0,0,60,9,0,1
337,1004532,0,2,5,12,0,1,4,32,0,0,42,9,0,1
338,1004533,1,2,5,12,0,1,9,38,0,0,62,9,0,1
339,1004538,0,2,5,12,0,1,4,38,0,0,36,9,0,1
340,1004539,1,2,5,12,0,1,9,38,0,0,41,9,0,1
341,1004539,1,3,5,12,0,1,9,38,0,0,41,9,0,1
342,1004539,1,2,5,12,0,1,9,38,0,0,41,9,0,1
343,1004539,1,3,5,12,0,1,9,38,0,0,41,9,0,1
344,1004543,1,2,1,40,0,0,0,6,0,0,56,9,0,1
345,1004543,1,2,6,39,0,0,0,6,0,0,56,9,0,1
346,1004546,0,2,5,12,0,1,2,32,0,0,34,9,0,1
347,1004547,0,2,1,40,0,1,2,32,0,0,36,9,0,1
348,1004548,0,2,1,40,0,1,2,32,0,0,38,9,0,1
349,1004549,0,2,5,12,0,1,2,32,0,0,54,9,0,1
350,1004551,1,2,5,12,0,1,2,32,0,0,41,9,0,1
351,1004553,0,2,5,12,0,1,2,32,0,0,38,9,0,1
352,1004553,0,2,5,12,0,1,4,32,0,0,38,9,0,1
353,1004553,0,2,5,12,0,1,2,32,0,0,38,9,0,0
354,1004554,0,2,1,40,0,1,4,32,0,0,32,9,0,1
355,1004554,0,2,1,40,0,1,4,26,0,0,32,9,0,1
356,1004555,0,2,5,12,0,1,4,38,0,0,32,9,0,1
357,1004555,0,2,5,12,0,1,4,26,0,0,32,9,0,1
358,1004556,0,2,1,40,0,1,2,25,1,0,38,9,0,0
359,1004556,0,2,1,40,0,1,2,25,1,0,38,9,0,1
360,1004557,0,2,5,12,0,1,2,25,1,0,42,9,0,1
361,1004558,0,3,5,12,0,1,4,14,1,0,51,9,0,1
362,1004565,0,2,5,12,0,1,4,31,0,0,35,9,0,1
363,1004565,0,2,5,12,0,1,4,31,0,0,35,9,0,0
364,1004571,0,2,5,12,0,1,4,31,0,0,59,9,0,1
365,1004573,0,2,5,12,0,1,4,26,0,0,36,9,0,1
366,1004573,0,2,5,12,0,1,4,26,0,0,36,9,0,0
367,1004574,0,2,5,12,0,1,2,26,0,0,38,9,0,1
368,1004581,0,2,5,12,0,1,4,32,0,0,55,9,0,1
369,1004582,0,2,5,12,0,1,2,26,0,0,37,9,0,1
370,1004591,0,2,5,12,0,1,2,31,0,0,38,9,0,1
371,1004591,0,2,5,12,0,1,2,36,0,0,38,9,0,1
372,1004592,0,2,5,12,0,1,4,31,0,0,39,9,0,1
373,1004593,0,2,5,12,0,1,2,32,0,0,39,9,0,1
374,1004595,0,2,5,12,0,1,2,30,0,0,42,9,0,1
375,1004615,0,2,5,12,0,1,2,26,0,0,39,9,0,1
376,1004617,0,2,5,12,0,1,2,14,0,0,35,9,0,1
377,1004620,0,2,5,12,0,1,2,32,0,0,36,9,0,1
378,1004624,0,2,1,40,0,1,2,26,0,0,37,9,0,1
379,1004624,0,2,1,40,0,1,2,26,0,0,37,9,0,0
380,1004625,0,2,5,12,0,1,4,23,0,0,34,9,0,1
381,1004626,0,2,5,12,0,1,2,38,0,0,37,9,0,1
382,1004628,0,2,5,12,0,1,2,38,0,0,46,9,0,1
383,1004629,0,2,5,12,0,1,4,32,0,0,48,9,0,1
384,1004630,0,2,1,40,0,1,2,38,0,0,41,9,0,1
385,1004630,0,2,1,40,0,1,2,38,0,0,41,9,2,1
386,1004646,0,2,5,12,0,1,4,38,0,0,35,9,0,1
387,1004648,0,2,1,40,0,1,4,31,0,0,36,9,0,1
388,1004649,0,2,5,12,0,1,2,23,0,0,39,9,0,1
389,1004649,0,2,5,12,0,1,2,23,0,0,39,9,0,0
390,1004650,0,2,5,12,0,1,2,22,0,0,37,9,0,1
391,1004664,0,2,1,40,0,1,2,32,0,0,38,9,0,0
392,1004664,0,2,1,40,0,1,2,32,0,0,38,9,0,1
393,1004669,0,2,1,40,0,1,2,23,0,0,40,9,0,1
394,1004674,0,2,5,12,0,1,2,26,0,0,38,9,0,1
395,1004675,1,2,1,40,0,1,2,26,0,0,39,9,0,1
396,1004679,0,2,5,12,0,1,2,26,0,0,35,9,0,1
397,1004679,0,2,5,12,0,1,2,32,0,0,35,9,0,1
398,1004685,0,2,1,40,0,0,0,51,0,0,44,9,0,1
399,1004686,0,2,1,40,0,0,0,51,0,0,43,9,0,1
400,1004690,0,2,1,40,0,1,4,26,0,0,34,9,0,1
401,1004694,0,2,5,12,0,1,4,26,0,0,40,9,0,0
402,1004694,0,2,5,12,0,1,4,26,0,0,40,9,0,1
403,1004696,0,2,5,12,0,1,4,14,0,0,62,9,0,1
404,1004697,0,2,1,40,0,1,4,25,1,0,39,9,1,1
405,1004697,0,2,1,40,0,1,4,14,0,0,39,9,1,1
