,Activos,STD_ID_PERSON,STD_N_GENDERESP,Num_Periodo,SSP_ID_CONT_INTERN,SSP_NM_CONT_INESP,SSP_NO_DEFINIDO,CSP_N_AG_CATEGOR,CSP_NM_CATEGORESP,STD_N_WU_TYPEESP,STD_WORK_LOCESP,CSP_N_COLECTIVO,Edad,Nacionalidad,SSP_ID_MINUSVALIA
6307,1,1029283,0,3,41,25,1,1,4,38,0,2,24,9,0
6308,1,1029283,0,4,34,9,1,1,4,38,0,1,24,9,0
6309,1,1029291,1,1,30,34,1,1,2,38,0,1,36,9,0
6310,1,1029291,1,1,40,28,0,1,2,38,0,0,36,9,0
6311,1,1029308,0,1,30,34,1,1,2,23,0,1,47,9,0
6312,1,1029332,0,1,22,20,1,2,8,62,0,2,32,9,0
6313,1,1029332,0,1,16,4,1,2,8,62,0,2,32,9,0
6314,1,1029332,0,1,15,1,1,2,8,62,0,0,32,9,0
6315,1,1029336,0,1,28,18,0,2,6,35,0,0,32,9,0
6316,1,1029337,0,1,41,25,1,1,3,33,0,2,26,20,0
6317,1,1029344,0,1,41,25,1,1,4,31,0,2,32,9,0
6318,1,1029345,0,1,30,34,1,1,4,26,0,1,29,9,0
6319,1,1029350,0,1,20,43,1,0,0,49,0,2,41,9,0
6320,1,1029350,0,2,16,4,1,0,0,49,0,2,41,9,0
6321,1,1029350,0,1,16,4,1,0,0,49,0,2,41,9,0
6322,1,1029350,0,2,20,43,1,0,0,49,0,2,41,9,0
6323,1,1029356,0,2,9,36,1,1,4,26,0,1,47,15,0
6324,1,1029356,0,4,16,4,1,1,4,26,0,2,47,15,0
6325,1,1029356,0,1,9,36,1,1,4,26,0,1,47,15,0
6326,1,1029356,0,4,22,20,1,1,4,26,0,2,47,15,0
6327,1,1029356,0,3,22,20,1,1,4,38,0,2,47,15,0
6328,1,1029356,0,3,16,4,1,1,4,38,0,2,47,15,0
6329,1,1029359,0,1,32,7,1,1,4,31,0,0,32,9,0
6330,1,1029359,0,1,41,25,1,1,4,31,0,2,32,9,0
6331,1,1029373,0,2,41,25,1,1,4,31,0,2,49,9,0
6332,1,1029373,0,2,22,20,1,1,4,31,0,2,49,9,0
6333,1,1029373,0,2,9,36,1,1,4,31,0,1,49,9,0
6334,1,1029373,0,1,41,25,1,1,4,31,0,2,49,9,0
6335,1,1029373,0,1,9,36,1,1,4,31,0,1,49,9,0
6336,1,1029376,0,2,9,36,1,1,4,31,0,1,46,9,0
6337,1,1029376,0,1,9,36,1,1,4,31,0,1,46,9,0
6338,1,1029376,0,2,9,36,1,1,4,31,0,1,46,9,0
6339,1,1029376,0,1,9,36,1,1,4,31,0,1,46,9,0
6340,1,1029377,1,2,20,43,1,1,2,14,0,2,43,9,0
6341,1,1029377,1,1,15,1,1,1,2,14,0,0,43,9,0
6342,1,1029377,1,1,20,43,1,1,2,14,0,2,43,9,0
6343,1,1029377,1,2,15,1,1,1,2,14,0,0,43,9,0
6344,1,1029380,0,2,13,2,1,1,2,30,0,1,56,9,0
6345,1,1029380,0,1,13,2,1,1,2,30,0,1,56,9,0
6346,1,1029380,0,2,13,2,1,1,2,30,0,1,56,9,0
6347,1,1029380,0,1,13,2,1,1,2,30,0,1,56,9,0
6348,1,1029386,1,1,28,18,0,1,2,32,0,0,35,9,0
6349,1,1029389,0,1,15,1,1,1,2,21,0,0,32,9,0
6350,1,1029406,0,1,15,1,1,1,4,30,0,0,24,9,0
6351,1,1029413,0,1,22,20,1,1,2,31,0,2,34,9,0
6352,1,1029416,1,1,1,40,0,0,0,61,0,0,35,8,0
6353,1,1029418,1,1,1,40,0,0,0,61,0,0,39,9,0
6354,1,1029419,0,1,20,43,1,0,0,41,0,2,36,9,0
6355,1,1029419,0,1,16,4,1,0,0,41,0,2,36,9,0
6356,1,1029420,0,1,20,43,1,1,2,31,0,2,42,9,0
6357,1,1029420,0,1,28,18,0,1,2,31,0,0,42,9,0
6358,1,1029420,0,1,16,4,1,1,2,31,0,2,42,9,0
6359,1,1029425,0,1,36,9,1,0,0,55,0,2,32,9,0
6360,1,1029425,0,2,22,20,1,0,0,55,0,2,32,9,0
6361,1,1029427,0,1,36,9,1,0,0,55,0,2,31,9,0
6362,1,1029428,0,1,13,2,1,1,2,23,0,1,27,9,0
6363,1,1029430,0,1,15,1,1,1,2,14,1,0,37,9,0
6364,1,1029430,0,1,5,12,0,1,2,14,1,0,37,9,0
6365,1,1029432,0,1,18,42,1,1,2,23,0,2,31,9,1
6366,1,1029432,0,1,18,42,1,1,2,23,0,2,31,9,2
6367,1,1029432,0,1,40,28,0,1,2,23,0,0,31,9,2
6368,1,1029435,0,1,16,4,1,1,2,33,0,2,31,9,0
6369,1,1029435,0,2,16,4,1,1,2,33,0,2,31,9,0
6370,1,1029435,0,1,20,43,1,1,2,31,0,2,31,9,0
6371,1,1029435,0,1,20,43,1,1,2,33,0,2,31,9,0
6372,1,1029435,0,2,20,43,1,1,2,33,0,2,31,9,0
6373,1,1029438,0,1,15,1,1,1,2,32,0,0,47,9,0
6374,1,1029438,0,2,20,43,1,1,2,32,0,2,47,9,0
6375,1,1029438,0,1,20,43,1,1,2,32,0,2,47,9,0
6376,1,1029438,0,2,15,1,1,1,2,32,0,0,47,9,0
6377,1,1029439,0,1,1,40,0,0,0,60,0,0,37,5,0
6378,1,1029442,0,1,40,28,0,1,2,31,0,0,26,9,0
6379,1,1029443,0,1,15,1,1,1,2,23,0,0,27,9,0
6380,1,1029443,0,1,22,20,1,1,2,23,0,2,27,9,0
6381,1,1029446,0,1,28,18,0,1,2,32,0,0,33,9,0
6382,1,1029446,0,1,15,1,1,1,2,32,0,0,33,9,0
6383,1,1029465,0,1,36,9,1,0,0,39,0,2,32,9,0
6384,1,1029465,0,1,40,28,0,0,0,39,0,0,32,9,0
6385,1,1029471,0,2,13,2,1,1,2,32,0,1,47,9,0
6386,1,1029471,0,1,15,1,1,1,2,32,0,0,47,9,0
6387,1,1029471,0,1,13,2,1,1,2,32,0,1,47,9,0
6388,1,1029471,0,1,22,20,1,1,2,32,0,2,47,9,0
6389,1,1029471,0,2,22,20,1,1,2,32,0,2,47,9,0
6390,1,1029475,0,1,40,28,0,1,2,31,0,0,24,9,0
6391,1,1029476,1,1,6,39,0,0,0,60,0,0,37,23,0
6392,1,1029478,1,1,30,34,1,0,0,9,0,1,31,9,0
6393,1,1029478,1,1,40,28,0,0,0,9,0,0,31,9,0
6394,1,1029482,0,1,13,2,1,1,9,32,0,1,39,9,0
6395,1,1029484,1,1,40,28,0,1,2,31,0,0,24,9,0
6396,1,1029502,0,1,41,25,1,1,3,33,0,2,29,9,0
6397,1,1029503,0,2,22,20,1,1,3,33,0,2,33,9,0
6398,1,1029503,0,1,14,5,1,1,3,33,0,2,33,9,0
6399,1,1029504,0,1,35,10,1,1,2,31,0,2,26,9,0
6400,1,1029506,0,1,41,25,1,1,2,38,0,2,37,9,0
6401,1,1029506,0,1,13,2,1,1,2,38,0,1,37,9,0
6402,1,1029506,0,1,22,20,1,1,2,38,0,2,37,9,0
6403,1,1029506,0,2,13,2,1,1,2,38,0,1,37,9,0
6404,1,1029506,0,2,41,25,1,1,2,38,0,2,37,9,0
6405,1,1029511,0,1,40,28,0,1,2,26,0,0,35,9,0
6406,1,1029515,0,1,11,6,1,2,7,65,0,0,30,9,0
6407,1,1029515,0,1,5,12,0,2,7,65,0,0,30,9,0
6408,1,1029522,1,3,16,4,1,1,4,38,0,2,24,9,0
6409,1,1029522,1,2,22,20,1,1,4,31,0,2,24,9,0
6410,1,1029522,1,1,22,20,1,1,4,31,0,2,24,9,0
6411,1,1029524,1,1,36,9,1,1,2,38,0,2,33,9,0
6412,1,1029524,1,1,41,25,1,1,2,38,0,2,33,9,0
6413,1,1029527,0,1,22,20,1,2,8,62,0,2,20,9,0
6414,1,1029527,0,2,15,1,1,2,8,62,0,0,20,9,0
6415,1,1029527,0,1,15,1,1,2,8,62,0,0,20,9,0
6416,1,1029528,0,1,22,20,1,1,4,32,0,2,31,9,0
6417,1,1029530,0,1,22,20,1,1,2,32,0,2,24,9,0
6418,1,1029530,0,1,22,20,1,1,2,26,0,2,24,9,0
6419,1,1029531,0,1,1,40,0,0,0,1,0,0,34,9,0
6420,1,1029533,1,1,9,36,1,1,4,31,0,1,27,9,0
6421,1,1029535,0,1,1,40,0,0,0,60,0,0,32,9,0
6422,1,1029536,1,1,1,40,0,0,0,60,0,0,33,9,0
6423,1,1029537,0,1,9,36,1,1,4,31,0,1,20,9,0
6424,1,1029539,0,1,8,38,1,1,2,31,0,1,24,9,0
6425,1,1029539,0,1,40,28,0,1,2,31,0,0,24,9,0
6426,1,1029541,0,1,9,36,1,1,2,38,0,1,24,9,0
6427,1,1029548,1,1,9,36,1,1,2,23,0,1,31,9,0
6428,1,1029553,1,1,30,34,1,1,2,38,0,1,38,9,0
6429,1,1029553,1,2,40,28,0,1,2,38,0,0,38,9,0
6430,1,1029553,1,2,36,9,1,1,2,38,0,2,38,9,0
6431,1,1029553,1,2,36,9,1,1,2,26,0,2,38,9,0
6432,1,1029555,0,1,16,4,1,2,8,62,0,2,47,9,0
6433,1,1029555,0,1,22,20,1,2,8,62,0,2,47,9,0
6434,1,1029556,0,1,9,36,1,1,2,38,0,1,38,9,0
6435,1,1029556,0,1,30,34,1,1,2,38,0,1,38,9,0
6436,1,1029557,0,1,9,36,1,1,4,31,0,1,22,9,0
6437,1,1029558,0,1,9,36,1,1,2,31,0,1,61,17,0
6438,1,1029563,0,1,9,36,1,1,4,31,0,1,25,9,0
6439,1,1029566,0,2,40,28,0,1,4,30,0,0,41,9,0
6440,1,1029566,0,1,22,20,1,1,4,30,0,2,41,9,0
6441,1,1029566,0,2,22,20,1,1,4,30,0,2,41,9,0
6442,1,1029566,0,1,40,28,0,1,4,30,0,0,41,9,0
6443,1,1029566,0,3,16,4,1,1,4,30,0,2,41,9,0
6444,1,1029567,0,1,1,40,0,0,0,60,0,0,49,10,0
6445,1,1029574,0,1,22,20,1,1,9,14,0,2,52,5,0
6446,1,1029574,0,2,16,4,1,1,9,14,0,2,52,5,0
6447,1,1029576,0,2,16,4,1,1,2,14,0,2,43,9,0
6448,1,1029576,0,1,22,20,1,1,2,14,0,2,43,9,0
6449,1,1029579,0,1,9,36,1,2,8,62,0,1,51,9,0
6450,1,1029582,1,1,9,36,1,2,8,62,0,1,24,9,0
6451,1,1029583,0,1,9,36,1,2,8,62,0,1,38,9,0
6452,1,1029583,0,2,22,20,1,2,8,62,0,2,38,9,0
6453,1,1029583,0,4,16,4,1,2,8,62,0,2,38,9,0
6454,1,1029583,0,2,22,20,1,2,8,62,0,2,38,9,0
6455,1,1029583,0,3,22,20,1,2,8,62,0,2,38,9,0
6456,1,1029583,0,3,22,20,1,2,8,62,0,2,38,9,0
6457,1,1029584,1,1,9,36,1,2,8,62,0,1,21,9,0
6458,1,1029585,0,1,9,36,1,1,2,30,0,1,30,9,0
6459,1,1029586,0,1,15,1,1,2,8,62,0,0,43,9,0
6460,1,1029586,0,1,5,12,0,2,8,62,0,0,43,9,0
6461,1,1029586,0,1,14,5,1,2,8,62,0,2,43,9,0
6462,1,1029586,0,1,22,20,1,2,8,62,0,2,43,9,0
6463,1,1029592,0,1,32,7,1,1,2,14,0,0,25,9,0
6464,1,1029595,0,1,30,34,1,1,2,26,0,1,35,9,0
6465,1,1029595,0,1,42,32,1,1,2,26,0,2,35,9,0
6466,1,1029598,0,2,22,20,1,1,2,30,0,2,27,9,0
6467,1,1029598,0,1,9,36,1,1,2,30,0,1,27,9,0
6468,1,1029598,0,2,5,12,0,1,2,30,0,0,27,9,0
6469,1,1029598,0,2,40,28,0,1,2,30,0,0,27,9,0
6470,1,1029598,0,1,22,20,1,1,2,30,0,2,27,9,0
6471,1,1029598,0,2,18,42,1,1,2,30,0,2,27,9,0
6472,1,1029599,0,1,9,36,1,1,2,38,0,1,33,9,0
6473,1,1029601,0,1,22,20,1,1,4,40,0,2,26,9,0
6474,1,1029611,0,1,15,1,1,2,8,71,0,0,30,9,0
6475,1,1029614,0,1,15,1,1,1,4,14,0,0,35,9,0
6476,1,1029614,0,1,41,25,1,1,4,31,0,2,35,9,0
6477,1,1029614,0,1,15,1,1,1,4,31,0,0,35,9,0
6478,1,1029619,0,1,41,25,1,1,4,23,0,2,47,20,0
6479,1,1029619,0,1,22,20,1,1,4,23,0,2,47,20,0
6480,1,1029620,0,1,22,20,1,1,2,25,0,2,37,9,0
6481,1,1029622,0,2,34,9,1,1,2,14,0,1,26,9,0
6482,0,1029622,0,1,22,20,1,1,2,14,0,2,26,9,0
6483,1,1029626,1,1,9,36,1,1,2,31,0,1,46,23,0
6484,1,1029634,0,2,40,28,0,1,4,23,0,0,20,9,0
6485,1,1029634,0,1,22,20,1,1,4,30,0,2,20,9,0
6486,1,1029639,0,1,22,20,1,1,4,38,0,2,25,9,0
6487,1,1029639,0,1,9,36,1,1,4,38,0,1,25,9,0
6488,1,1029641,0,1,9,36,1,1,4,38,0,1,23,9,0
6489,1,1029642,0,1,5,12,0,0,0,2,0,0,31,9,0
6490,1,1029642,0,1,22,20,1,0,0,2,0,2,31,9,0
6491,1,1029643,0,1,40,28,0,1,4,23,0,0,20,20,0
6492,1,1029643,0,1,9,36,1,1,4,38,0,1,20,20,0
6493,1,1029643,0,1,40,28,0,1,4,38,0,0,20,20,0
6494,1,1029650,1,1,9,36,1,2,8,62,0,1,33,9,0
6495,1,1029651,0,1,9,36,1,2,8,62,0,1,40,9,0
6496,1,1029651,0,2,40,28,0,2,8,62,0,0,40,9,0
6497,1,1029652,0,1,8,38,1,1,4,38,0,1,32,9,0
6498,1,1029652,0,1,22,20,1,1,4,38,0,2,32,9,0
6499,1,1029652,0,2,16,4,1,1,4,38,0,2,32,9,0
6500,1,1029654,0,1,22,20,1,1,4,30,0,2,22,9,0
6501,1,1029659,1,1,1,40,0,0,0,45,0,0,35,9,0
6502,1,1029662,0,1,9,36,1,1,3,11,0,1,23,9,0
6503,1,1029662,0,2,11,6,1,1,3,11,0,0,23,9,0
6504,1,1029662,0,2,9,36,1,1,3,11,0,1,23,9,0
6505,1,1029662,0,1,11,6,1,1,3,11,0,0,23,9,0
6506,1,1029663,0,1,9,36,1,1,2,31,0,1,26,9,0
6507,1,1029664,0,1,9,36,1,1,3,38,0,1,23,9,0
6508,1,1029666,0,1,9,36,1,1,3,38,0,1,26,9,0
6509,1,1029667,0,1,9,36,1,1,3,38,0,1,25,9,0
6510,1,1029668,0,1,22,20,1,1,4,30,0,2,26,9,0
6511,1,1029669,0,1,9,36,1,1,3,38,0,1,25,9,0
6512,1,1029670,0,1,22,20,1,2,8,62,0,2,32,9,0
6513,1,1029671,0,1,9,36,1,1,3,10,0,1,23,9,0
6514,1,1029673,0,1,22,20,1,1,4,23,0,2,48,9,0
6515,1,1029675,0,1,9,36,1,1,2,31,0,1,28,9,0
6516,1,1029681,0,1,13,2,1,1,4,31,0,1,45,9,0
6517,1,1029681,0,1,13,2,1,1,4,23,0,1,45,9,0
6518,1,1029681,0,1,41,25,1,1,4,23,0,2,45,9,0
6519,1,1029681,0,1,22,20,1,1,4,23,0,2,45,9,0
6520,1,1029682,0,1,22,20,1,1,4,38,0,2,53,9,0
6521,1,1029684,0,1,22,20,1,1,4,14,0,2,22,9,0
6522,1,1029705,0,3,9,36,1,1,2,26,0,1,24,9,0
6523,1,1029705,0,2,9,36,1,1,2,26,0,1,24,9,0
6524,1,1029705,0,1,8,38,1,1,2,26,0,1,24,9,0
6525,1,1029705,0,2,8,38,1,1,2,26,0,1,24,9,0
6526,1,1029705,0,1,9,36,1,1,2,26,0,1,24,9,0
6527,1,1029712,1,1,41,25,1,1,4,38,0,2,25,9,0
6528,1,1029717,0,1,22,20,1,1,9,31,0,2,43,9,0
6529,1,1029719,1,1,15,1,1,1,2,14,0,0,24,9,0
6530,1,1029719,1,1,15,1,1,1,2,31,0,0,24,9,0
6531,1,1029725,0,1,22,20,1,1,4,31,0,2,32,9,0
6532,1,1029728,0,2,22,20,1,1,2,26,0,2,31,9,0
6533,1,1029728,0,2,15,1,1,1,2,26,0,0,31,9,0
6534,1,1029728,0,1,9,36,1,1,2,26,0,1,31,9,0
6535,1,1029728,0,1,22,20,1,1,2,26,0,2,31,9,0
6536,1,1029728,0,2,9,36,1,1,2,26,0,1,31,9,0
6537,1,1029741,0,1,40,28,0,1,2,26,0,0,31,9,0
6538,1,1029747,0,1,22,20,1,1,4,40,0,2,31,9,0
6539,1,1029753,0,1,25,17,1,1,2,38,0,2,28,9,0
6540,1,1029753,0,3,16,4,1,1,2,38,0,2,28,9,0
6541,1,1029753,0,1,22,20,1,1,2,38,0,2,28,9,0
6542,1,1029753,0,2,22,20,1,1,2,38,0,2,28,9,0
6543,1,1029753,0,2,25,17,1,1,2,38,0,2,28,9,0
6544,1,1029753,0,3,25,17,1,1,2,38,0,2,28,9,0
6545,1,1029753,0,2,16,4,1,1,2,38,0,2,28,9,0
6546,1,1029755,0,1,22,20,1,1,2,25,0,2,28,9,0
6547,1,1029755,0,2,22,20,1,1,2,25,0,2,28,9,0
6548,1,1029758,0,1,13,2,1,1,4,14,0,1,42,9,0
6549,1,1029758,0,1,34,9,1,1,4,14,0,1,42,9,0
6550,1,1029762,0,1,13,2,1,1,3,33,0,1,45,9,0
6551,1,1029762,0,2,20,43,1,1,3,33,0,2,45,9,0
6552,1,1029762,0,1,20,43,1,1,3,33,0,2,45,9,0
6553,1,1029762,0,2,13,2,1,1,3,33,0,1,45,9,0
6554,1,1029763,1,1,13,2,1,1,3,33,0,1,34,9,0
6555,1,1029803,0,1,36,9,1,1,2,38,0,2,25,9,0
6556,1,1029973,0,1,41,25,1,1,2,38,0,2,24,9,0
6557,1,1030018,1,1,0,0,1,2,8,62,0,1,22,9,0
6558,1,1030027,1,1,22,20,1,1,2,26,0,2,31,9,0
6559,1,1030027,1,3,22,20,1,1,2,26,0,2,31,9,0
6560,1,1030027,1,2,14,5,1,1,2,26,0,2,31,9,0
6561,1,1030027,1,2,22,20,1,1,2,26,0,2,31,9,0
6562,1,1030027,1,3,14,5,1,1,2,26,0,2,31,9,0
6563,1,1030032,0,1,40,28,0,1,2,23,0,0,24,9,0
6564,1,1030034,0,1,28,18,0,0,0,50,0,0,36,9,0
6565,1,1030037,1,1,1,40,0,0,0,2,0,0,37,9,0
6566,1,1030038,0,1,36,9,1,1,2,23,0,2,45,20,0
6567,1,1030080,0,1,22,20,1,1,4,32,0,2,22,9,0
6568,1,1030080,0,1,16,4,1,1,4,32,0,2,22,9,0
6569,1,1030080,0,2,22,20,1,1,4,32,0,2,22,9,0
6570,1,1030080,0,2,41,25,1,1,4,32,0,2,22,9,0
6571,1,1030080,0,2,16,4,1,1,4,32,0,2,22,9,0
6572,1,1030080,0,1,41,25,1,1,4,32,0,2,22,9,0
6573,1,1030095,0,1,34,9,1,2,6,42,0,1,43,9,0
6574,1,1030104,0,1,22,20,1,1,2,38,0,2,37,9,0
6575,1,1030111,1,1,14,5,1,0,0,52,0,2,36,19,0
6576,1,1030111,1,1,25,17,1,0,0,52,0,2,36,19,0
6577,1,1030111,1,2,14,5,1,0,0,52,0,2,36,19,0
6578,1,1030111,1,2,20,43,1,0,0,52,0,2,36,19,0
6579,1,1030111,1,2,25,17,1,0,0,52,0,2,36,19,0
6580,1,1030111,1,3,14,5,1,0,0,52,0,2,36,19,0
6581,1,1030111,1,3,20,43,1,0,0,52,0,2,36,19,0
6582,1,1030111,1,3,25,17,1,0,0,52,0,2,36,19,0
6583,1,1030111,1,1,20,43,1,0,0,52,0,2,36,19,0
6584,1,1030120,0,1,15,1,1,1,2,38,0,0,25,9,0
6585,1,1030121,0,1,25,17,1,1,2,38,0,2,25,9,0
6586,1,1030125,0,1,34,9,1,0,0,46,0,1,33,9,0
6587,1,1030125,0,1,13,2,1,0,0,46,0,1,33,9,0
6588,1,1030128,0,2,16,4,1,1,2,32,0,2,40,9,0
6589,1,1030128,0,1,16,4,1,1,2,32,0,2,40,9,0
6590,1,1030128,0,1,22,20,1,1,2,32,0,2,40,9,0
6591,1,1030128,0,2,22,20,1,1,2,32,0,2,40,9,0
6592,1,1030130,0,1,22,20,1,1,2,31,0,2,26,9,0
6593,1,1030130,0,2,16,4,1,1,2,31,0,2,26,9,0
6594,1,1030134,0,1,22,20,1,0,0,50,0,2,32,9,0
6595,1,1030134,0,1,28,18,0,0,0,50,0,0,32,9,0
6596,1,1030135,1,1,41,25,1,1,2,38,0,2,38,9,0
6597,1,1030135,1,1,40,28,0,1,2,38,0,0,38,9,0
6598,1,1030139,0,3,40,28,0,1,2,31,0,0,25,9,0
6599,1,1030139,0,4,16,4,1,1,2,31,0,2,25,9,0
6600,1,1030139,0,2,22,20,1,1,2,31,0,2,25,9,0
6601,1,1030139,0,3,13,2,1,1,2,31,0,1,25,9,0
6602,1,1030139,0,2,40,28,0,1,2,31,0,0,25,9,0
6603,1,1030139,0,2,13,2,1,1,2,31,0,1,25,9,0
6604,1,1030139,0,1,13,2,1,1,2,31,0,1,25,9,0
6605,1,1030139,0,1,22,20,1,1,2,31,0,2,25,9,0
6606,1,1030143,0,1,15,1,1,2,8,62,0,0,34,9,0
6607,1,1030156,0,1,21,22,1,1,2,38,0,2,25,9,0
6608,1,1030156,0,2,21,22,1,1,2,38,0,2,25,9,0
6609,1,1030156,0,2,15,1,1,1,2,38,0,0,25,9,0
6610,1,1030156,0,1,15,1,1,1,2,38,0,0,25,9,0
6611,1,1030158,0,1,28,18,0,1,2,30,0,0,33,9,0
6612,1,1030158,0,1,41,25,1,1,2,30,0,2,33,9,0
6613,1,1030158,0,1,5,12,0,1,2,30,0,0,33,9,0
6614,1,1030161,0,1,15,1,1,1,2,14,0,0,31,9,0
6615,1,1030163,0,1,15,1,1,1,2,14,0,0,28,9,0
6616,1,1030167,1,1,13,2,1,1,3,33,0,1,28,9,0
6617,1,1030170,0,1,22,20,1,1,2,23,0,2,24,9,0
6618,1,1030172,0,1,16,4,1,1,2,38,0,2,25,9,0
6619,1,1030177,0,1,40,28,0,1,2,30,0,0,28,9,0
6620,1,1030188,0,1,41,25,1,1,2,30,0,2,54,9,0
6621,1,1030263,0,1,22,20,1,1,2,31,0,2,25,9,0
6622,1,1030263,0,1,40,28,0,1,2,31,0,0,25,9,0
6623,1,1030270,0,1,42,32,1,1,4,31,0,2,27,9,0
6624,1,1030272,0,1,13,2,1,1,3,33,0,1,22,9,0
6625,1,1030275,0,1,22,20,1,1,2,32,0,2,24,9,0
6626,1,1030276,0,1,22,20,1,1,2,36,0,2,27,9,0
6627,1,1030282,0,1,40,28,0,1,2,31,0,0,27,9,0
6628,1,1030288,0,1,40,28,0,1,2,31,0,0,33,9,0
6629,1,1030301,1,2,22,20,1,0,0,56,0,2,33,9,0
6630,1,1030301,1,1,11,6,1,0,0,56,0,0,33,9,0
6631,1,1030301,1,2,11,6,1,0,0,56,0,0,33,9,0
6632,1,1030301,1,1,22,20,1,0,0,56,0,2,33,9,0
6633,1,1030305,0,2,16,4,1,1,2,31,0,2,31,9,0
6634,1,1030305,0,1,40,28,0,1,2,31,0,0,31,9,0
6635,1,1030307,0,1,28,18,0,1,2,23,0,0,27,9,0
6636,1,1030307,0,1,40,28,0,1,2,23,0,0,27,9,0
6637,1,1030309,0,1,40,28,0,1,2,30,0,0,30,9,0
6638,1,1030312,0,1,34,9,1,1,3,14,0,1,23,9,0
6639,1,1030317,0,1,16,4,1,1,4,15,0,2,21,9,0
6640,1,1030317,0,1,34,9,1,1,4,15,0,1,21,9,0
6641,1,1030322,0,1,17,44,1,0,10,2,0,0,26,9,0
6642,1,1030323,0,1,17,44,1,0,10,51,0,0,35,9,0
6643,1,1030324,0,1,17,44,1,0,10,9,0,0,26,9,0
6644,1,1030325,0,1,17,44,1,0,10,8,0,0,26,9,0
6645,1,1030327,0,1,17,44,1,1,11,30,0,0,29,9,0
6646,1,1030330,0,1,17,44,1,1,11,30,0,0,24,9,0
6647,1,1030334,0,1,17,44,1,0,10,46,0,0,27,9,0
6648,1,1030335,0,1,17,44,1,1,11,23,0,0,25,9,0
6649,1,1030336,1,1,1,40,0,0,0,2,0,0,30,9,0
6650,1,1030337,1,1,1,40,0,0,0,60,0,0,32,9,0
6651,1,1030338,0,1,17,44,1,0,10,45,0,0,27,9,0
6652,1,1030339,1,1,17,44,1,0,10,46,0,0,26,9,0
6653,1,1030340,0,1,1,40,0,0,0,2,0,0,30,9,0
6654,1,1030342,0,1,20,43,1,0,0,49,0,2,33,8,0
6655,1,1030343,0,1,1,40,0,0,0,61,0,0,31,9,0
6656,1,1030345,1,1,16,4,1,1,2,26,0,2,34,9,0
6657,1,1030349,1,1,20,43,1,0,0,52,0,2,31,9,0
6658,1,1030352,0,1,16,4,1,0,0,55,0,2,30,9,0
6659,1,1030353,1,1,16,4,1,1,9,38,0,2,60,9,0
6660,1,1030358,0,1,1,40,0,0,0,60,0,0,30,9,0
6661,1,1030362,1,1,1,40,0,0,0,60,0,0,30,9,0
6662,1,1030363,1,1,40,28,0,0,0,9,0,0,30,9,0
6663,1,1030368,0,1,1,40,0,0,0,60,0,0,31,9,0
6664,1,1030369,0,1,40,28,0,1,2,38,0,0,53,9,0
6665,1,1030372,0,1,1,40,0,0,0,2,0,0,30,9,0
6666,1,1030373,0,1,1,40,0,0,0,60,0,0,35,12,0
6667,1,1030375,0,2,15,1,1,2,8,62,0,0,51,9,0
6668,1,1030375,0,1,22,20,1,2,8,62,0,2,51,9,0
6669,1,1030376,0,1,36,9,1,1,2,38,0,2,24,9,0
6670,1,1030377,0,1,16,4,1,1,4,38,0,2,30,9,0
6671,1,1030381,0,1,17,44,1,0,10,51,0,0,26,9,0
6672,1,1030383,0,1,17,44,1,0,10,55,0,0,26,9,0
6673,1,1030384,0,1,17,44,1,0,10,57,0,0,26,9,0
6674,1,1030385,0,1,17,44,1,0,10,55,0,0,26,9,0
6675,1,1030386,0,1,17,44,1,0,10,57,0,0,32,8,0
6676,1,1030391,0,1,13,2,1,1,3,11,0,1,25,9,0
6677,1,1030392,0,1,16,4,1,1,4,31,0,2,48,9,0
6678,1,1030393,0,1,16,4,1,1,3,12,0,2,35,9,0
6679,1,1030404,1,1,1,40,0,0,0,56,0,0,47,9,0
6680,1,1030407,0,1,16,4,1,1,4,31,0,2,46,9,0
6681,1,1030409,0,1,17,44,1,0,10,6,0,0,26,9,0
6682,1,1030410,0,1,16,4,1,1,4,31,0,2,33,9,0
6683,1,1030412,0,1,20,43,1,0,0,4,0,2,30,9,0
6684,1,1030413,0,1,16,4,1,1,4,31,0,2,27,9,0
6685,1,1030418,0,1,16,4,1,0,0,51,0,2,30,9,0
6686,1,1030419,0,1,22,20,1,1,4,30,0,2,30,9,0
6687,1,1030419,0,1,16,4,1,1,4,30,0,2,30,9,0
6688,1,1030419,0,2,16,4,1,1,4,30,0,2,30,9,0
6689,1,1030419,0,2,22,20,1,1,4,30,0,2,30,9,0
6690,1,1030420,0,2,40,28,0,1,2,30,0,0,29,9,0
6691,1,1030420,0,1,13,2,1,1,2,30,0,1,29,9,0
6692,1,1030420,0,1,40,28,0,1,2,30,0,0,29,9,0
6693,1,1030420,0,2,13,2,1,1,2,30,0,1,29,9,0
6694,1,1030423,0,1,16,4,1,1,2,38,0,2,24,9,0
6695,1,1030433,1,1,1,40,0,0,0,44,1,0,31,9,1
6696,1,1030436,0,1,22,20,1,1,2,14,0,2,43,9,0
6697,1,1030444,0,1,16,4,1,1,4,23,0,2,36,9,0
6698,1,1030445,0,1,16,4,1,1,4,32,0,2,36,9,0
6699,1,1030447,0,1,16,4,1,1,4,23,0,2,29,9,0
6700,1,1030448,0,1,16,4,1,1,2,23,0,2,28,9,0
